"key","source","context","af","ar","bn","zh-CN","zh-TW","cs","nl","en","et","fr","de","el","he","hi","hu","id","it","ja","ko","no","fa","pl","pt-PT","ru","es-ES","sv-SE","tr","uk","vi"
"TR_BACKUP_OK","Okey.","Button text. Ok, Lets go, or something similar.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey.","Okey."
"TR_WRITE_DOWN_NTH_WORD","Write down {NthWord} from your device to your recovery seed card.","Ordinal number of word that is currently displayed on Trezor device. For example: Check 1. word.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card.","Write down {NthWord} from your device to your recovery seed card."
"TR_CHECK_NTH_WORD","Check {NthWord}","Ordinal number of word that is currently displayed on Trezor device.","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}","Check {NthWord}"
"TR_NTH_WORD","{number}. word","Ordinal number. For example: 1. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word","{number}. word"
"TR_BACKUP_HEADING","Create or recover","Heading in start page","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover","Create or recover"
"TR_BACKUP_SUBHEADING_1","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Explanation what recovery seed is","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications.","Your recovery seed is the backup key to all your cryptocurrencies and applications."
"TR_BACKUP_SUBHEADING_2","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Explanation what recovery seed is","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place.","Your recovery seed can only be displayed once. Never make a digital copy of your recovery seed and never upload it online. Keep your recovery seed in a safe place."
"TR_DO_NOT_UPLOAD_INSTRUCTION","Do not upload words on the internet","Instruction what user should never do with his seed.","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet","Do not upload words on the internet"
"TR_HIDE_TO_SAFE_PLACE_INSTRUCTION","Hide them somewhere safe","Instruction what user should do with his seed.","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe","Hide them somewhere safe"
"TR_DO_NOT_SAFE_IN_COMPUTER_INSTRUCTION","Do not write it into a computer","Instruction what user should never do with his seed.","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer","Do not write it into a computer"
"TR_DO_NOT_TAKE_PHOTO_INSTRUCTION","Do not take a photo of your recovery seed","Instruction what user should never do with his seed.","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed","Do not take a photo of your recovery seed"
